'ID_CLIENTE';'NOME_ALTERNATIVO';'END_CIDADE';'END_UF';'STATUS'
7411;'STAFARMA';'ANAPOLIS';'GO';'C'
7413;'INALCA';'VILA VELHA';'ES';'C'
7414;'CLINICA_SAO_PAULO';'NOVA IGUACU';'SP';'C'
7415;'CAMPEIRO';'TUBARAO';'SC';'C'
7416;'ARINOS_QUIMICA/UNIVAR';'OSASCO';'SP';'A'
7417;'RIBEIRO BRINDES';'CAMPINAS';'SP';'C'
7418;'METALVIDRO';'SÃO PAULO';'SP';'C'
7419;'ENZIQUIMICA';'DIADEMA';'SP';'C'
7420;'LITTON';'EMPRESARIAL ATIBAIA';'SP';'C'
7421;'DISTRIB_SANTOS';'MARABÁ';'PA';'C'
7422;'EUCATEX/SP';'SÃO PAULO';'SP';'C'
7423;'VONPAR/PORTOALEGRE';'PORTO ALEGRE';'RS';'C'
7424;'DSP ENGENHARIA';'TABOAO DA SERRA';'SP';'C'
7425;'SALI_ZARUZ';'UBERLANDIA';'MG';'A'
7426;'LINCOLN';'GUARULHOS';'SP';'C'
7427;'SENAI CETAL/FAM';'UBERLANDIA';'MG';'A'
7428;'MICROMULTEC';'SÃO PAULO';'SP';'C'
7429;'ARTENGE';'SÃO PAULO';'SP';'C'
7430;'CRUCIAL';'RIO DE JANEIRO';'RJ';'C'
7432;'HOSP_MAT_STA_JOANA';'SAO PAULO';'SP';'A'
7433;'NATURAL_PHARMA';'São Paulo';'SP';'A'
7434;'AGROSTHAL';'MAIRINQUE';'SP';'C'
7435;'VISAGIS';'SAO ROQUE';'SP';'C'
7436;'CBE/BANDEIRANTES';'SAO PAULO';'SP';'C'
7438;'SERGEN';'RIO DE JANEIRO';'RJ';'C'
7439;'REXAM';'JUNDIAI';'SP';'C'
7440;'ROSSET_CIA';'Guarulhos';'SP';'A'
7441;'GOLD_LAB_JOSE_MARCOS_LICERAS';'RIBEIRAO PRETO';'SP';'A'
7443;'KOLYNOS/OSASCO';'OSASCO';'SP';'A'
7444;'VEGETAL_ACTIV';'OSASCO';'SP';'C'
7445;'PM_RJ_SCRIS';'RIO DE JANEIRO';'RJ';'C'
7446;'DUMONT';'SÃO PAULO';'SP';'C'
7447;'LATICINIOS_BURIL';'ARAUA';'SE';'C'
7448;'LINEA';'SAO PAULO';'SP';'C'
7449;'MEDICAL_DEVICES';'RECIFE';'PE';'C'
7450;'PEIXOTO/WASHINGTON';'SALVADOR';'BA';'C'
7451;'MID_ENGENHARIA';'BAURU';'SP';'C'
7452;'GOMES/BEATRIZ';'Porto Alegre';'RS';'C'
7453;'ALMEIDA/CLEVERTON';'SALVADOR';'BA';'C'
7454;'REFRI_MINAS_GERAIS';'BELO HORIZONTE';'MG';'A'
7455;'TOPP';'SAO PAULO';'SP';'C'
7456;'ERFRAN';'CURITIBA';'PR';'C'
7457;'MOORE';'SANTA RITA DO SAPUCAI';'MG';'C'
7458;'ASTRONOMICO';'SÃO PAULO';'SP';'C'
7459;'MASTER_LAB';'RIO DE JANEIRO';'RJ';'C'
7461;'SILMAR';'SAO PAULO';'SP';'C'
7462;'ENGESIG';'MOGI DAS CRUZES';'SP';'A'
7463;'LBE_BIOTECNOLOGIA';'SERRARI SAO JOSE';'SC';'C'
7464;'HEKANIHA';'CAMPINAS';'SP';'C'
7465;'OXIQUIMICA/JABOTICABAL';'JABOTICABAL';'SP';'A'
7466;'MV_CONSULTORIA';'ATIBAIA';'SP';'A'
7467;'NAWTS_LIFE';'BARUERI';'SP';'C'
7468;'USP/ARTE';'SÃO PAULO';'SP';'C'
7469;'LINCON';'GUARULHOS';'SP';'C'
7470;'UNIV_PERNAMBUCO';'RECIFE';'PE';'C'
7471;'ACQUA_SYSTEM';'SÃO PAULO';'SP';'C'
7472;'DIMON_TABACOS';'Vera Cruz';'RS';'C'
7473;'VITAL';'SÃO PAULO';'SP';'C'
7474;'CONST/NADER';'ARAGUARI';'MG';'C'
7475;'CROMATOGRAFIA';'RIO DE JANEIRO';'RJ';'C'
7476;'WH/2_ENGENHARIA';'RIO DE JANEIRO';'RJ';'C'
7477;'QUALITEMP';'SANTO ANDRÉ';'SP';'C'
7478;'ARTEGOR';'TATUI';'SP';'C'
7479;'JIB';'SALVADOR';'BA';'C'
7480;'GENON';'BARUERI';'SP';'C'
7482;'ACRIRESINAS';'SÃO PAULO';'SP';'C'
7483;'NOVO/ESPACO';'GUARULHOS';'SP';'C'
7484;'OIRACAM';'SAO PAULO';'SP';'C'
7485;'JURUBATECH';'SÀO PAULO';'SP';'C'
7486;'ROMMANEL';'SÃO PAULO';'SP';'C'
7487;'CEPE';'RECIFE';'PE';'C'
7488;'GIULINI_IND_QUIM';'SÃO PAULO';'SP';'C'
7489;'ATELIER_SCORPION';'GUARULHOS';'SP';'C'
7490;'CARIMSISTEM';'RIO DE JANEIRO';'RJ';'C'
7491;'VRB';'SAO PAULO';'SP';'C'
7492;'NAWTT''S';'BARUERI';'SP';'C'
7493;'CEBI_BRASIL';'INDAIATUBA';'SP';'C'
7494;'CPLAC_CURSO_PREP_L_C';'GUARULHOS';'SP';'C'
7495;'CIAL_COM_ARTIG_LABORATORIOS';'PAULINIA';'SP';'A'
7496;'UNIRP';'SAO JOSE DO RIO PRETO';'SP';'C'
7497;'SOARES/MARIZA';'Sorocaba';'SP';'C'
7498;'SOCE';'LINHARES';'ES';'C'
7499;'LATCINIOS/SEMENGIR';'GIRUA';'RS';'C'
7500;'DULCINI';'AMERICANA';'SP';'C'
7501;'NESTLE';'SAO PAULO';'SP';'C'
7502;'CALIDRAX';'CASTELO';'ES';'C'
7503;'BFL_ENGENHARIA';'OSASCO';'SP';'C'
7504;'MARANATA';'SAO PAULO';'SP';'C'
7505;'DINAMIC';'SAO PAULO';'SP';'A'
7506;'SACCARO_MARIA';'SAO PAULO';'SP';'C'
7507;'SOVEREIGN';'SAO PAULO';'SP';'C'
7508;'FERNANDO/PIVA';'SAO PAULO';'SP';'C'
7510;'ASSENAVY';'SÃO BERNADO DO CAMPO';'SP';'C'
7511;'INST_MELON/ROD_ANAP';'SILVANIA';'GO';'C'
7512;'ICIEX';'GUARULHOS';'SP';'C'
7513;'GASTAO_FLEURY_3';'SAO PAULO';'SP';'C'
7514;'VAN/OERLE/ALBERTON';'TAUBATÉ';'SP';'C'
7515;'CRITT';'Juiz de Fora';'MG';'C'
7516;'THOR_CHEMICAL_BRASIL';'BARUERI';'SP';'A'
7517;'PLURITEC_ARQUITETURA';'SÃO PAULO';'SP';'C'
7518;'BRASPELCO_UBERLANDIA';'Uberlandia';'MG';'A'
7520;'GRANOL/GO';'ANAPOLIS';'GO';'C'
7521;'CADAM_PA';'MONTE DOURADO';'PA';'C'
7522;'LOURIMED';'SÃO  JOSÉ DOS PINHAIS';'PR';'C'
7523;'UBY';'UBERLÃNDIA';'MG';'C'
7524;'MASTER_SERVICE';'BLUMENAU';'SC';'C'
7525;'TECTO';'SAO PAULO';'SP';'C'
7526;'SABESP/AELG';'SAO MIGUEL PAULISTA';'SP';'C'
7527;'ITAPISSUMA';'FRONTEIRAS';'PI';'C'
7528;'THYSSENCONSTRUCOES';'SAO PAULO';'SP';'C'
7529;'UNIB';'SAO PAULO';'SP';'C'
7530;'TORTUGA/FARIALIMA';'SÃO PAULO';'SP';'C'
7531;'QUALITA';'Rio de Janeiro';'RJ';'C'
7532;'DATACMECK_INFORMAT';'BARUERI';'SP';'C'
7533;'OZORIO_PUDLES';'Sao Paulo';'SP';'C'
7534;'UNIP_AGUA_BRANCA';'SAO PAULO';'SP';'C'
7535;'IVENSYS_VACARIA';'VACARIA';'RS';'C'
7536;'MORVAI_LASZLO';'SAO PAULO';'SP';'C'
7537;'SINP';'São Paulo';'SP';'A'
7538;'UNI/FED/FLUMINENSE';'NITEROI';'RJ';'C'
7539;'HOSP_NAVAL_BELEM';'BELEM';'PA';'C'
7540;'CONSTRUTORA_LACE';'Valinhos';'SP';'C'
7541;'CARMEM';'SÃO PAULO';'SP';'C'
7543;'PALMARES_ERVY';'SAO PAULO';'SP';'C'
7544;'CETES';'SUZANO';'SP';'C'
7546;'LABORCRUZ';'CAMPINAS';'SP';'C'
7547;'CLABIN';'SANTA CATARINA - CORREA PINTO';'SC';'C'
7548;'KLABIN/SC';'SANTA CATARINA';'SC';'C'
7549;'AGGIL';'SÃO CARLOS';'SP';'C'
7550;'ALIANCA';'SÃO PAULO';'SP';'C'
7551;'HEMOCOR';'SAO PAULO';'SP';'C'
7552;'MAEDA_SP';'SÃO PAULO';'SP';'C'
7555;'HOSPITAL_SAMARITANO';'Sao Paulo';'SP';'C'
7556;'SEBEP_QUIM_IND_COM';'MACAE';'RJ';'C'
7557;'GALEON';'SAO PAULO';'SP';'C'
7558;'SAMITRI/MINA_MORRO';'RIO PIRACICABA';'MG';'C'
7559;'PROSERG';'RECIFE';'PE';'A'
7560;'ADOLFOLUTZ//MARILIA';'MARILIA';'SP';'C'
7561;'PREFEITURA/RJ/ASSENG';'RUI DE JANEIRO';'RJ';'C'
7562;'NOVARTIS/RJ';'Resende';'RJ';'A'
7563;'LABOR/CAXINGUI';'SÃO PAULO';'SP';'C'
7564;'SALES';'DIAMANTE';'PB';'C'
7565;'NESTLE/SP';'SAO PAULO';'SP';'C'
7567;'RHODIA_STER_PE';'CABO DE SANTO AGOSTINHO';'PE';'C'
7568;'SENAI_IPIRANGA';'SAO PAULO';'SP';'A'
7569;'ARENITO';'PARANAVAI';'PR';'C'
7570;'ANDREA_MARANHAO';'SAO PAULO';'SP';'C'
7571;'SABESP/CARAPICUIBA';'CARAPICUIBA';'SP';'C'
7572;'ANDRAFARMA';'SÃO PAULO';'SP';'C'
7573;'PREF_MUNIC_SAO_PAULO';'SÃO PAULO';'SP';'C'
7574;'HBA_ENGENHARIA';'RIO DE JANEIRO';'RJ';'A'
7575;'BOM AR';'PINHAIS';'PR';'C'
7576;'UNIT';'CAMPINAS';'SP';'C'
7577;'SICAL';'MONTES CLAROS';'MG';'C'
7578;'SAAE_LINHARES';'Linhares';'ES';'A'
7579;'FOSFERTIL_ARAXA';'ARAXA';'MG';'C'
7580;'ANVIL';'DIADEMA';'SP';'C'
7581;'TECHFUND_BRASIL';'JOINVILLE';'SC';'C'
7582;'EQUIVALENCIA';'SAO PAULO';'SP';'C'
7583;'CRYLOR';'SAO JOSE DOS CAMPOS';'SP';'C'
7584;'CIPATEX_SINTETICOS';'CERQULIHO';'SP';'A'
7585;'IVECO_FIAT';'SETE LAGOAS';'MG';'A'
7586;'PRODULAB';'SALVADOR';'BA';'C'
7588;'UNIT/CAMPINAS';'CAMPINAS';'SP';'C'
7589;'COLEGIO_JD_AMERICA';'SÃO PAULO';'SP';'C'
7590;'PHARMASYNTHYSIS';'PIRACICABA';'SP';'A'
7591;'QUALIFY';'UBERLANDIA';'MG';'C'
7592;'LAB_ALMEIDA_PRADO';'SAO PAULO';'SP';'A'
7593;'COLUMBIA_CHEMICALS';'CUBATAO';'SP';'C'
7594;'BSH_ELETRODOMESTICOS';'SAO PAULO';'SP';'C'
7595;'LYONDELL';'SANTOS';'SP';'C'
7596;'ROLLT';'SAO PAULO';'SP';'A'
7598;'CONSTR_ODEBRECHT';'RIO DE JANEIRO';'RJ';'A'
7599;'DURATEX_AGUABRANCA';'SAO PAULO';'SP';'C'
7600;'AGROCERES/RIOCLARO';'RIO CLARO';'SP';'A'
7601;'PROQUISA';'OSASCO';'SP';'C'
7602;'MG_QUIMICA';'SABARÁ';'MG';'C'
7603;'JR';'UBERLANDIA';'MG';'C'
7604;'LAIFF';'UBERABA';'MG';'C'
7605;'CAMINHOS';'BENTO GONÇALVES';'RS';'C'
7606;'AGILENT';'BARUERI';'SP';'A'
7607;'AGRI';'MATÃO';'SP';'A'
7608;'HOMEOPATIA/ATOMO';'RIO DE JANEIRO';'RJ';'C'
7609;'CARVALHO_RODRIGUES';'ITUMBIARA';'GO';'C'
7610;'CIMAN';'DISTRITO FEDERAL';'DF';'C'
7611;'10_PASTEIS';'CIRITIBA';'PR';'C'
7612;'FORENSE';'SAO PAULO';'SP';'C'
7613;'LUMINAR_TINTAS_VERNIZES';'Sao Paulo';'SP';'C'
7614;'DELCOR';'SÃO PAULO';'SP';'C'
7615;'BIOLACTEA';'SÃO PAULO';'SP';'C'
7616;'DENTARIA';'PORTO ALEGRE';'RS';'C'
7617;'CONSTRUTORA_SHIMIZU';'SÃO PAULO';'SP';'C'
7618;'FERNANDO_VASQUEZ';'SAO PAULO';'SP';'C'
7619;'M W G';'CAMPINAS';'SP';'C'
7620;'SANCHEZ';'SAO PAULO';'SP';'C'
7621;'NOVARTIS_CAMPO_GRANDE';'RIO DE JANEIRO';'RJ';'C'
7622;'FORMEDICA';'Curitiba';'PR';'A'
7623;'PRONABEL';'CASCAVEL';'PR';'C'
7626;'SABESP/PENHA';'SAO PAULO';'SP';'A'
7627;'SANTISTA/SC';'GASPAR';'SC';'C'
7628;'SAHA';'LONDRINA';'PR';'C'
7629;'MACLER';'BLUMENAU';'SC';'C'
7630;'QUIMICA_LOZIO';'APUCARANA';'PR';'C'
7631;'SADIA_PARANAGUA';'PARANAGUA';'PR';'A'
7632;'IMUNOBIOLOGICOS';'PIRAQUARA';'PR';'C'
7633;'NISHIBRAS';'EMBU';'SP';'C'
7634;'CETEM';'RIO DE JANEIRO';'RJ';'C'
7635;'BENEFICENCIA';'BAURU';'SP';'C'
7636;'UNIMED';'SAO PAULO';'SP';'C'
7637;'PANAMERICANO';'SAO PAULO';'SP';'C'
7638;'CALDER';'SAO PAULO';'SP';'C'
7639;'FERJ';'JARAGUA DO SUL';'SC';'C'
7641;'LUEBKE';'BLUMENAU';'SC';'C'
7642;'WORLD';'CAMPINAS';'SP';'C'
7643;'MAGNETI/MAUA';'MAUA';'SP';'C'
7644;'TEIXEIRA';'ITAJUBA';'MG';'C'
7645;'GEO QUIMICA';'SAO PAULO';'SP';'A'
7646;'UFRJ/HISTOLOGIA';'RIO DE JANEIRO';'RJ';'C'
7647;'MADRE';'BELO HORIZONTE';'MG';'C'
7648;'PRONTOCOR';'BELO HORIZONTE';'MG';'C'
7649;'PROCORDIS';'SAO PAULO';'SP';'C'
7650;'H/SAOLUCAS';'SAO PAULO';'SP';'C'
7651;'VASCONCELOS';'SAO PAULO';'SP';'C'
7652;'INTERCLINICAS';'SAO PAULO';'SP';'C'
7653;'WEBLABS_TECNOLOGIA';'SAO PAULO';'SP';'C'
7655;'PLANEVALE_PLANEJAMENTO';'Sao Jose dos Campos';'SP';'A'
7656;'TEC_BRIL';'CAXIAS DO SUL';'RS';'C'
7657;'UNIAO_BRAS_VIDROS';'SAO PAULO';'SP';'A'
7658;'BIOCRISTAL_PROD_LAB';'RIO DE JANEIRO';'RJ';'A'
7659;'PROVERMEX';'SAO PAULO';'SP';'C'
7660;'UNICENTRO';'Guarapuava';'PR';'A'
7662;'VERBAZZA';'SÃO PAULO';'SP';'C'
7663;'DELPHI/PIRACIBACA';'PIRACICABA';'SP';'C'
7664;'AEROLAB';'RIO DE JANEIRO';'RJ';'C'
7667;'SIMBERG';'GUARULHOS';'SP';'C'
7668;'LIMNOBRAS';'Curitiba';'PR';'A'
7669;'CEBRASA_CRBS';'ANAPOLIS';'GO';'C'
7670;'SENS/REPRESENTACAO';'SÃO PAULO';'SP';'C'
7671;'FINASA';'SAO PAULO';'SP';'C'
7672;'ESTANCART';'SAO PAULO';'SP';'C'
7673;'CENTRO/PESQ/RJ';'RIO DE JANEIRO';'RJ';'C'
7674;'UNIV_MARANHAO_UFMA';'SAO LUIS';'MA';'C'
7675;'UNI_ABC';'SÃO CAETANO DO SUL';'SP';'C'
7676;'NOVARTIS_AGRIBUSINESS';'SAO PAULO';'SP';'C'
7677;'AMZONLAB/ACRE';'RIO BRANCO';'AC';'C'
7678;'HL/BRASIL';'DIADEMA';'SP';'C'
7679;'HOSP_GUAIANAZES';'SAO PAULO';'SP';'C'
7681;'GBL';'SÃO PAULO';'SP';'C'
7682;'COOP/CATARINENSE';'CHAPECO';'SC';'C'
7683;'TERPHANE';'CABO DE SANTO AGOSTINHO';'PE';'C'
7685;'ELETRONORTE/PA';'BELEM';'PA';'A'
7687;'PARA_IND_REUNIDAS_PA';'Para';'PA';'C'
7688;'JOVIANO_SATLER';'SUZANO';'SP';'C'
7689;'VECETIN';'CANOAS';'RS';'C'
7690;'VECENTIN';'CANOAS';'RS';'C'
7691;'MEDTEC';'UBERLANDIA';'MG';'C'
7692;'FIAMA';'CAMPINAS';'SP';'C'
7693;'AZEVEDO';'SAO JOSE DOS CAMPOS';'SP';'C'
7694;'KLABIM';'TELEMARCO BORBA';'PR';'C'
7695;'BJ/FARMACEUTICA';'MACHADO';'MG';'C'
7696;'KORMAN';'SAO PAULO';'SP';'C'
7697;'MODUS';'SAO CAETANO DO SUL';'SP';'C'
7698;'KOPENHAGEN';'BARUERI';'SP';'C'
7699;'ARCOR/BRAGANCA';'BRAGANCA PAULISTA';'SP';'C'
7700;'VOTORANTIM_PIRACICABA';'PIRACICABA';'SP';'A'
7701;'GUARI';'TAQUARATINGA';'SP';'C'
7702;'INPI';'RIO DE JANEIRO';'RJ';'C'
7703;'Q_ODOR';'DUQUE DE CAXIAS';'RJ';'C'
7704;'COMPAQ';'JAGUARIUNA';'SP';'C'
7705;'PANTANI';'SAO PAULO';'SP';'C'
7706;'LAB/SAOJOSE';'ARAGUARI';'MG';'C'
7707;'LLTRANSPORTES';'RIO DE JANEIRO';'RJ';'C'
7708;'FUNDACAO/ES';'Vitória';'ES';'A'
7709;'PAULO';'SAO LUIS';'MA';'C'
7710;'LABES';'VOLTA REDONDA';'RJ';'C'
7711;'TPS_BRASIL_COMERCIO';'RIO DE JANEIRO';'RJ';'A'
7712;'JOAL';'GUARULHOS';'SP';'C'
7713;'CENTRAL/RJ';'RIO DE JANEIRO';'RJ';'C'
7714;'CIRIANO';'PALMAS';'TO';'C'
7715;'SANRISIL S/A';'SAO PAULO';'SP';'C'
7717;'LIGIAFERREIRA';'PAULINIA';'SP';'C'
7718;'UNEMAT';'NOVA XAVANTINA';'MT';'C'
7719;'SCOGNAMIGLIO';'SAO PAULO';'SP';'C'
7720;'CACIQUE';'BARUERI';'SP';'C'
7721;'GUIMARAES';'ARINOS';'MG';'C'
7722;'BETZDEARBORN';'ARARAQUARA';'SP';'C'
7723;'ACROTTI';'SAO PAULO';'SP';'C'
7724;'VICTOR_ELECTRONIC';'LAURO DE FREITAS';'BA';'C'
7725;'MEDEIROS S/A';'NATAL';'RN';'C'
7726;'FRANCISCO/CINTRA';'SAO BERNARDO DO CAMPO';'SP';'C'
7727;'HOSP PIRAJUSSARA';'TABOAO DA SERRA';'SP';'C'
7728;'DARROW2';'RIO DE JANEIRO';'RJ';'C'
7729;'CIA_NIQUEL_TOCANTINS_SP3';'SAO PAULO';'SP';'A'
7730;'BIOBREVES';'RIO COMPRIDO';'RJ';'C'
7731;'UNI/FLUMINENSE';'RIO DE JANEIRO';'RJ';'C'
7732;'HOSPITALREGIONAL';'LONDRINA';'PR';'C'
7733;'SOARES/MATOS';'SALVADOR';'BA';'C'
7734;'UFBA';'SALVADOR';'BA';'C'
7736;'UNIV_SAO_CARLOS2';'SAO CARLOS';'SP';'C'
7737;'LAB_OSW_CRUZ';'SAO JOSE DOS CAMPOS';'SP';'A'
7738;'ENG/CONS';'Cachoeiro de Itapemirim';'ES';'C'
7739;'UNIVERSIDADE/MT';'CUIABA';'MT';'C'
7740;'CEFET/PE';'PETROLINA';'PE';'C'
7741;'SESAB_LACEN_BA';'SALVADOR';'BA';'A'
7742;'UFPA';'BELEM';'PA';'C'
7743;'MOURA/LACERDA';'Ribeirão Preto';'SP';'C'
7744;'PREFEITUA/PE';'RECIFE';'PE';'C'
7745;'PUC';'CAMPINAS';'SP';'C'
7748;'UNIVER/JOINVILLE';'JOINVILLE';'SC';'C'
7749;'REVEST';'ARACARIGUAMA';'SP';'C'
7750;'UEPB_UNIV_ESTADUAL_PARAIBA';'CAMPINA GRANDE';'PB';'A'
7751;'UNESP/RIOCLARO';'RIO CLARO';'SP';'A'
7752;'BIOAMAZONIA';'SAO PAULO';'SP';'C'
7753;'SA_MARQUES_CONST';'SÃO PAULO';'SP';'C'
7754;'UFBA/SAUDE';'SALVADOR';'BA';'C'
7755;'UFBA/CANELA';'SALVADOR';'BA';'C'
7756;'BIOMEDICAS';'SAO PAULO';'SP';'C'
7757;'UFPR';'CURITIBA';'PR';'C'
7758;'UNI/SANTACATARINA';'FLORIANOPOLIS';'SC';'C'
7759;'UNI/ES';'VITORIA';'ES';'C'
7760;'ARTE';'GOIÂNIA';'GO';'C'
7761;'UF/PORTOALEGRE2';'PORTO ALEGRE';'RS';'C'
7762;'UF/PORTOALEGRE3';'PORTO ALEGRE';'RS';'C'
7763;'UNISC2';'Santa Cruz do Sul';'RS';'C'
7764;'UNI/RORAIMA';'BOA VISTA';'RR';'C'
7765;'LACEN/PE';'RECIFE';'PE';'C'
7766;'NAD';'SAO PAULO';'SP';'C'
7767;'URFPE';'RECIFE';'PE';'C'
7768;'UFBA/SALVADOR';'SALVADOR';'BA';'C'
7769;'UNI/FED/PE';'RECIFE';'PE';'C'
7771;'POTIGUAR_UNP';'NATAL';'RN';'C'
7772;'UFPB/2';'JOAO PESSOA';'PB';'C'
7773;'UFPB/1';'JOAO PESSOA';'PB';'C'
7774;'ARGOS';'BELO HORIZONTE';'MG';'C'
7775;'MAGMA/RJ';'RIO DE JANEIRO';'BA';'C'
7776;'INST_NOEL_NUTELS';'RIO DE JANEIRO';'RJ';'A'
7778;'DIDATICA_SP_LTDA_ME';'GUARULHOS';'SP';'A'
7779;'CEFET_CENTRO_CE';'FORTALEZA';'CE';'A'
7780;'LAB/MACAE';'MACAE';'RJ';'C'
7782;'UNI/CRUZALTA';'SANTA MARIA';'RS';'C'
7783;'SMITHKLINE2';'CORDOVIL';'RJ';'C'
7784;'INST_MOREIRA_SALLES/RJ';'Rio de Janeiro';'RJ';'A'
7785;'POWERPRINT';'SAO PAULO';'SP';'C'
7786;'DANSK/RJ';'RIO DE JANEIRO';'RJ';'C'
7787;'DAKOTA_FARM_COML';'RIO DE JANEIRO';'RJ';'C'
7788;'MASSA/FALIDA';'RIO DE JANEIRO';'RJ';'C'
7789;'BIOGALENCIA';'RESENDE';'RJ';'C'
7790;'FARMABRAZ';'Rio de Janeiro';'RJ';'C'
7791;'FARMEX';'RIO DE JANEIRO';'RJ';'C'
7792;'FISONS2';'PETROPOLIS';'RJ';'C'
7793;'FLORASIL';'RIO DE JANEIRO';'RJ';'C'
7794;'FORNEX';'SAO CRISTOVAO';'RJ';'C'
7795;'SCHULTZE';'COPACABANA';'RJ';'C'
7796;'LARANGEIRA';'RIO DE JANEIRO';'RJ';'C'
7797;'HOP/IPANEMA';'RIO DE JANEIRO';'RJ';'C'
7798;'ONCOLOGIA';'RIO DE JANEIRO';'RJ';'C'
7799;'HOSP/SERVIDORES';'RIO DE JANEIRO';'RJ';'C'
7800;'ROCHA/FARIA';'RIO DE JANEIRO';'RJ';'C'
7801;'SANTA/MARIA';'RIO DE JANEIRO';'RJ';'C'
7802;'PEDROII';'RIO DE JANEIRO';'RJ';'C'
7803;'MOCORVO/FILHO';'RIO DE JANEIRO';'RJ';'C'
7804;'GETULIO/VARGAS';'RIO DE JANEIRO';'RJ';'C'
7805;'CARLOS/CHAGAS';'Rio de Janeiro';'RJ';'A'
7806;'FERTECO/BRUMADINHO';'BRUMADINHO';'MG';'A'
7807;'ANCHIETA/HOSPITAL';'RIO DE JANEIRO';'RJ';'C'
7808;'HOSPITAL/CANCER/RJ';'RIO DE JANEIRO';'RJ';'C'
7809;'HOSP/SAOSEBASTIAO';'RIO DE JANEIRO';'RJ';'C'
7810;'HOSP/JACAREPAGUA';'RIO DE JANEIRO';'RJ';'C'
7811;'HOSP/BARATARIBEIRO';'RIO DE JANEIRO';'RJ';'C'
7813;'VAROS RJ';'RIO DE JANEIRO';'RJ';'C'
7814;'SIDNEY ROSS/RJ';'RIO DE JANEIRO';'RJ';'C'
7815;'RECOFARMA/RJ2';'RIO DE JANEIRO';'RJ';'A'
7816;'SYNTHELABO/RJ';'JACAREPAGUA';'RJ';'C'
7817;'SOFARMA/RJ';'ROCHA';'RJ';'C'
7818;'FLAVIA_RESSTOM';'SAO PAULO';'SP';'C'
7819;'CARMELA DUTRA';'RIO DE JANEIRO';'RJ';'C'
7821;'GRUPO_CIMED_MG';'POUSO ALEGRE';'MG';'A'
7822;'HOSP JESUS/RJ';'RIO DE JANEIRO';'RJ';'C'
7823;'LOURENCO JORGE/RJ';'RIO DE JANEIRO';'RJ';'C'
7824;'SERMATEC';'SERTAOZINHO';'SP';'C'
7825;'FERREIRA/OTEMAR';'Caxias do Sul';'RS';'C'
7826;'SCHETTINO/LUIZ';'JUIZ DE FORA';'MG';'C'
7827;'NUNES/PATRICIA';'JUIZ DE FORA';'MG';'C'
7828;'MASCHMANN/RAQUEL';'PORTO ALEGRE';'RS';'C'
7829;'SOUSA/ADA';'JUIZ DE FORA';'MG';'C'
7830;'LUREIRO/ANDREAS';'PORTO ALEGRE';'RS';'C'
7831;'OLIVEIRA/LUIS';'PORTO ALEGRE';'RS';'C'
7832;'ELIAS/INARA';'PORTO ALEGRE';'RS';'C'
7833;'SCACTON/JANAINA';'PORTO ALEGRE';'RS';'C'
7834;'ADAMY/ALINE';'PORTO ALEGRE';'RS';'C'
7835;'DANIELE_ZAGO_SOUZA';'PORTO ALEGRE';'RS';'C'
7836;'OLIVEIRA/CAROLINA';'PORTO ALEGRE';'RS';'C'
7837;'JAG';'BELEM';'PA';'C'
7838;'BVP/CANINDE';'SÃO PAULO';'SP';'C'
7839;'EVERY';'SAO PAULO';'SP';'C'
7840;'BASF/LIMOEIRO';'SAO JOSE DOS CAMPOS';'SP';'C'
7841;'LACTA/BROOKLIN';'SAO PAULO';'SP';'C'
7842;'CAVIGLIA';'SAO PAULO';'SP';'A'
7843;'HOGANAS';'Jacarei';'SP';'A'
7844;'THYSSEN/RJ';'RIO DE JANEIRO';'RJ';'C'
7845;'USIMINAS/IPATINGA';'Ipatinga';'MG';'C'
7846;'MINISTERIO/SAUDE/DF';'BRASILIA';'DF';'C'
7847;'SILVA/JULIO';'VITORIA DA CONQUISTA';'BA';'C'
7848;'UCHOA/JOSE';'SALVADOR';'BA';'C'
7849;'KADER/IVENYR';'Porto Alegre';'RS';'C'
7850;'CEZAR/PAULO';'CAMPINAS';'SP';'C'
7851;'TERMOVIDA_COM_EQUIPAMENTOS';'RIO DE JANEIRO';'RJ';'C'
7852;'ARRUDA/BRUNO';'TABOAO DA SERRA';'SP';'C'
7853;'SPECTRUM_QUIM_DIAG';'CAMPO GRANDE';'MS';'A'
7854;'NUTRIQUIMICA';'Recife';'PE';'C'
7855;'COLUMBIAN_CHEMICALS_BIRLA';'CUBATAO';'SP';'A'
7856;'IPT_TECNOLOGICAS';'SAO PAULO';'SP';'A'
7857;'RIBEIRO/MARCOS';'RIO DE JANEIRO';'RJ';'C'
7858;'ARAUJO/PASCOAL';'FEIRA DE SANTANA';'BA';'C'
7859;'FABIO_SILVA_BRANCO';'SAO BERNARDO DO CAMPO';'SP';'C'
7860;'LEITE/CASSIANA';'RIO DE JANEIRO';'RJ';'C'
7861;'SILVA/NEIDE';'SALVADOR';'BA';'C'
7862;'CASTRO/ISRAEL';'Cariacica';'ES';'C'
7863;'TERRAMOTO';'SAO PAULO';'SP';'C'
7864;'COLUMBIAN/SP';'SAO PAULO';'SP';'C'
7865;'PATRIMONIAL';'HORTOLANDIA';'SP';'C'
7866;'GIRANDO/SOL';'ARROIO DO MEIO';'RS';'C'
7867;'BORELLI';'SAO PAULO';'SP';'C'
